,word,word_count,new_date_x,percentage
1531,number,4,2020-03-12,0.008492569002123140
1532,number,1,2020-03-13,0.0017857142857142900
1533,number,1,2020-03-14,0.0032258064516129000
1534,number,1,2020-03-15,0.0038022813688212900
1535,number,2,2020-03-16,0.003913894324853230
1536,number,2,2020-03-17,0.004291845493562230
1537,number,2,2020-03-18,0.00375234521575985
1538,number,3,2020-03-19,0.006622516556291390
1539,number,3,2020-03-20,0.006578947368421050
1540,number,4,2020-03-21,0.013651877133105800
1541,number,3,2020-03-22,0.008426966292134830
1542,number,5,2020-03-23,0.010121457489878500
1543,number,4,2020-03-24,0.007207207207207210
1544,number,4,2020-03-25,0.008032128514056220
1545,number,9,2020-03-26,0.015873015873015900
1546,number,5,2020-03-27,0.01016260162601630
1547,number,6,2020-03-28,0.015151515151515200
2150,deaths,0,2020-01-03,0.0
2151,deaths,0,2020-01-04,0.0
2152,deaths,0,2020-01-05,0.0
2153,deaths,0,2020-01-06,0.0
2154,deaths,0,2020-01-07,0.0
2155,deaths,0,2020-01-08,0.0
2156,deaths,0,2020-01-09,0.0
2157,deaths,0,2020-01-10,0.0
2158,deaths,0,2020-01-11,0.0
2159,deaths,0,2020-01-12,0.0
2160,deaths,0,2020-01-13,0.0
2161,deaths,0,2020-01-14,0.0
2162,deaths,0,2020-01-15,0.0
2163,deaths,0,2020-01-16,0.0
2164,deaths,0,2020-01-17,0.0
