,count_in_china_andothers,word_in_china_andothers,datechina_andothers,count_in_onlyworld,word_in_onlyworld,dateonlyworld,count_in_onlychina,word_in_onlychina,dateonlychina,count_in_all,word_in_all,dateall,percent_in_china_andothers,word_in_china_andothers_y,datechina_andothers_y,percent_in_only_world,word_in_only_world,dateonly_world,percent_in_only_china,word_in_only_china,dateonly_china
541,1,france,2020-02,1,france,2020-02,0,france,2020-02,2,france,2020-02,0.003787878787878790,france,2020-02,0.00016966406515100100,france,2020-02,0.0,france,2020-02
542,6,france,2020-03,16,france,2020-03,0,france,2020-03,21,france,2020-03,0.007905138339920950,france,2020-03,0.00322061191626409,france,2020-03,0.0,france,2020-03
543,0,lockdown,2020-01,0,lockdown,2020-01,0,lockdown,2020-01,0,lockdown,2020-01,0.0,lockdown,2020-01,0.0,lockdown,2020-01,0.0,lockdown,2020-01
544,0,lockdown,2020-02,1,lockdown,2020-02,7,lockdown,2020-02,8,lockdown,2020-02,0.0,lockdown,2020-02,0.00016966406515100100,lockdown,2020-02,0.0011876484560570100,lockdown,2020-02
545,0,lockdown,2020-03,4,lockdown,2020-03,10,lockdown,2020-03,16,lockdown,2020-03,0.0,lockdown,2020-03,0.0008051529790660230,lockdown,2020-03,0.002012882447665060,lockdown,2020-03
546,7,global,2020-01,5,global,2020-01,0,global,2020-01,10,global,2020-01,0.022292993630573200,global,2020-01,0.0009778994719342850,global,2020-01,0.0,global,2020-01
547,1,global,2020-02,5,global,2020-02,0,global,2020-02,5,global,2020-02,0.003787878787878790,global,2020-02,0.0008483203257550050,global,2020-02,0.0,global,2020-02
548,3,global,2020-03,7,global,2020-03,0,global,2020-03,9,global,2020-03,0.003952569169960470,global,2020-03,0.0014090177133655400,global,2020-03,0.0,global,2020-03
549,0,medics,2020-01,0,medics,2020-01,0,medics,2020-01,1,medics,2020-01,0.0,medics,2020-01,0.0,medics,2020-01,0.0,medics,2020-01
550,0,medics,2020-02,0,medics,2020-02,4,medics,2020-02,8,medics,2020-02,0.0,medics,2020-02,0.0,medics,2020-02,0.0006786562606040040,medics,2020-02
551,1,medics,2020-03,0,medics,2020-03,11,medics,2020-03,15,medics,2020-03,0.0013175230566534900,medics,2020-03,0.0,medics,2020-03,0.002214170692431560,medics,2020-03
552,0,test,2020-01,0,test,2020-01,0,test,2020-01,0,test,2020-01,0.0,test,2020-01,0.0,test,2020-01,0.0,test,2020-01
553,0,test,2020-02,0,test,2020-02,2,test,2020-02,7,test,2020-02,0.0,test,2020-02,0.0,test,2020-02,0.00033932813030200200,test,2020-02
554,1,test,2020-03,2,test,2020-03,9,test,2020-03,17,test,2020-03,0.0013175230566534900,test,2020-03,0.00040257648953301100,test,2020-03,0.0018115942028985500,test,2020-03
555,0,measures,2020-01,0,measures,2020-01,3,measures,2020-01,6,measures,2020-01,0.0,measures,2020-01,0.0,measures,2020-01,0.000586739683160571,measures,2020-01
556,0,measures,2020-02,0,measures,2020-02,5,measures,2020-02,7,measures,2020-02,0.0,measures,2020-02,0.0,measures,2020-02,0.0008483203257550050,measures,2020-02
557,0,measures,2020-03,2,measures,2020-03,5,measures,2020-03,11,measures,2020-03,0.0,measures,2020-03,0.00040257648953301100,measures,2020-03,0.001006441223832530,measures,2020-03
558,0,makeshift,2020-01,0,makeshift,2020-01,3,makeshift,2020-01,3,makeshift,2020-01,0.0,makeshift,2020-01,0.0,makeshift,2020-01,0.000586739683160571,makeshift,2020-01
559,0,makeshift,2020-02,0,makeshift,2020-02,7,makeshift,2020-02,13,makeshift,2020-02,0.0,makeshift,2020-02,0.0,makeshift,2020-02,0.0011876484560570100,makeshift,2020-02
560,0,makeshift,2020-03,0,makeshift,2020-03,7,makeshift,2020-03,8,makeshift,2020-03,0.0,makeshift,2020-03,0.0,makeshift,2020-03,0.0014090177133655400,makeshift,2020-03
561,0,set,2020-01,0,set,2020-01,9,set,2020-01,11,set,2020-01,0.0,set,2020-01,0.0,set,2020-01,0.0017602190494817100,set,2020-01
562,1,set,2020-02,1,set,2020-02,2,set,2020-02,5,set,2020-02,0.003787878787878790,set,2020-02,0.00016966406515100100,set,2020-02,0.00033932813030200200,set,2020-02
563,0,set,2020-03,1,set,2020-03,3,set,2020-03,8,set,2020-03,0.0,set,2020-03,0.00020128824476650600,set,2020-03,0.0006038647342995170,set,2020-03
564,0,park,2020-01,1,park,2020-01,6,park,2020-01,9,park,2020-01,0.0,park,2020-01,0.00019557989438685700,park,2020-01,0.001173479366321140,park,2020-01
565,0,park,2020-02,0,park,2020-02,4,park,2020-02,8,park,2020-02,0.0,park,2020-02,0.0,park,2020-02,0.0006786562606040040,park,2020-02
566,0,park,2020-03,0,park,2020-03,1,park,2020-03,7,park,2020-03,0.0,park,2020-03,0.0,park,2020-03,0.00020128824476650600,park,2020-03
567,2,issued,2020-01,2,issued,2020-01,5,issued,2020-01,13,issued,2020-01,0.006369426751592360,issued,2020-01,0.00039115978877371400,issued,2020-01,0.0009778994719342850,issued,2020-01
568,0,issued,2020-02,0,issued,2020-02,5,issued,2020-02,6,issued,2020-02,0.0,issued,2020-02,0.0,issued,2020-02,0.0008483203257550050,issued,2020-02
569,2,issued,2020-03,2,issued,2020-03,2,issued,2020-03,5,issued,2020-03,0.002635046113306980,issued,2020-03,0.00040257648953301100,issued,2020-03,0.00040257648953301100,issued,2020-03
570,0,tons,2020-01,0,tons,2020-01,5,tons,2020-01,5,tons,2020-01,0.0,tons,2020-01,0.0,tons,2020-01,0.0009778994719342850,tons,2020-01
571,0,tons,2020-02,0,tons,2020-02,8,tons,2020-02,8,tons,2020-02,0.0,tons,2020-02,0.0,tons,2020-02,0.0013573125212080100,tons,2020-02
572,2,tons,2020-03,1,tons,2020-03,9,tons,2020-03,11,tons,2020-03,0.002635046113306980,tons,2020-03,0.00020128824476650600,tons,2020-03,0.0018115942028985500,tons,2020-03
573,0,authorities,2020-01,0,authorities,2020-01,4,authorities,2020-01,7,authorities,2020-01,0.0,authorities,2020-01,0.0,authorities,2020-01,0.0007823195775474280,authorities,2020-01
574,0,authorities,2020-02,2,authorities,2020-02,5,authorities,2020-02,11,authorities,2020-02,0.0,authorities,2020-02,0.00033932813030200200,authorities,2020-02,0.0008483203257550050,authorities,2020-02
575,0,authorities,2020-03,2,authorities,2020-03,1,authorities,2020-03,6,authorities,2020-03,0.0,authorities,2020-03,0.00040257648953301100,authorities,2020-03,0.00020128824476650600,authorities,2020-03
576,0,started,2020-01,0,started,2020-01,9,started,2020-01,13,started,2020-01,0.0,started,2020-01,0.0,started,2020-01,0.0017602190494817100,started,2020-01
577,0,started,2020-02,0,started,2020-02,6,started,2020-02,10,started,2020-02,0.0,started,2020-02,0.0,started,2020-02,0.0010179843909060100,started,2020-02
578,0,started,2020-03,0,started,2020-03,1,started,2020-03,1,started,2020-03,0.0,started,2020-03,0.0,started,2020-03,0.00020128824476650600,started,2020-03
579,0,trump,2020-01,4,trump,2020-01,0,trump,2020-01,7,trump,2020-01,0.0,trump,2020-01,0.0007823195775474280,trump,2020-01,0.0,trump,2020-01
580,0,trump,2020-02,3,trump,2020-02,0,trump,2020-02,3,trump,2020-02,0.0,trump,2020-02,0.0005089921954530030,trump,2020-02,0.0,trump,2020-02
581,1,trump,2020-03,8,trump,2020-03,0,trump,2020-03,13,trump,2020-03,0.0013175230566534900,trump,2020-03,0.001610305958132050,trump,2020-03,0.0,trump,2020-03
582,0,five,2020-01,0,five,2020-01,4,five,2020-01,9,five,2020-01,0.0,five,2020-01,0.0,five,2020-01,0.0007823195775474280,five,2020-01
583,0,five,2020-02,0,five,2020-02,4,five,2020-02,6,five,2020-02,0.0,five,2020-02,0.0,five,2020-02,0.0006786562606040040,five,2020-02
584,1,five,2020-03,1,five,2020-03,4,five,2020-03,8,five,2020-03,0.0013175230566534900,five,2020-03,0.00020128824476650600,five,2020-03,0.0008051529790660230,five,2020-03
585,1,dollars,2020-01,2,dollars,2020-01,4,dollars,2020-01,8,dollars,2020-01,0.0031847133757961800,dollars,2020-01,0.00039115978877371400,dollars,2020-01,0.0007823195775474280,dollars,2020-01
586,0,dollars,2020-02,0,dollars,2020-02,11,dollars,2020-02,11,dollars,2020-02,0.0,dollars,2020-02,0.0,dollars,2020-02,0.0018663047166610100,dollars,2020-02
587,1,dollars,2020-03,2,dollars,2020-03,1,dollars,2020-03,4,dollars,2020-03,0.0013175230566534900,dollars,2020-03,0.00040257648953301100,dollars,2020-03,0.00020128824476650600,dollars,2020-03
588,0,least,2020-01,1,least,2020-01,1,least,2020-01,10,least,2020-01,0.0,least,2020-01,0.00019557989438685700,least,2020-01,0.00019557989438685700,least,2020-01
589,0,least,2020-02,0,least,2020-02,0,least,2020-02,6,least,2020-02,0.0,least,2020-02,0.0,least,2020-02,0.0,least,2020-02
590,0,least,2020-03,4,least,2020-03,0,least,2020-03,7,least,2020-03,0.0,least,2020-03,0.0008051529790660230,least,2020-03,0.0,least,2020-03
591,0,batch,2020-01,1,batch,2020-01,1,batch,2020-01,4,batch,2020-01,0.0,batch,2020-01,0.00019557989438685700,batch,2020-01,0.00019557989438685700,batch,2020-01
592,0,batch,2020-02,0,batch,2020-02,8,batch,2020-02,11,batch,2020-02,0.0,batch,2020-02,0.0,batch,2020-02,0.0013573125212080100,batch,2020-02
593,5,batch,2020-03,2,batch,2020-03,5,batch,2020-03,8,batch,2020-03,0.006587615283267460,batch,2020-03,0.00040257648953301100,batch,2020-03,0.001006441223832530,batch,2020-03
594,0,river,2020-01,0,river,2020-01,8,river,2020-01,10,river,2020-01,0.0,river,2020-01,0.0,river,2020-01,0.0015646391550948600,river,2020-01
595,0,river,2020-02,0,river,2020-02,2,river,2020-02,8,river,2020-02,0.0,river,2020-02,0.0,river,2020-02,0.00033932813030200200,river,2020-02
596,0,river,2020-03,0,river,2020-03,1,river,2020-03,5,river,2020-03,0.0,river,2020-03,0.0,river,2020-03,0.00020128824476650600,river,2020-03
597,0,pics,2020-01,0,pics,2020-01,9,pics,2020-01,13,pics,2020-01,0.0,pics,2020-01,0.0,pics,2020-01,0.0017602190494817100,pics,2020-01
598,0,pics,2020-02,1,pics,2020-02,3,pics,2020-02,6,pics,2020-02,0.0,pics,2020-02,0.00016966406515100100,pics,2020-02,0.0005089921954530030,pics,2020-02
599,0,pics,2020-03,0,pics,2020-03,2,pics,2020-03,3,pics,2020-03,0.0,pics,2020-03,0.0,pics,2020-03,0.00040257648953301100,pics,2020-03
600,0,raising,2020-01,0,raising,2020-01,0,raising,2020-01,1,raising,2020-01,0.0,raising,2020-01,0.0,raising,2020-01,0.0,raising,2020-01
601,1,raising,2020-02,4,raising,2020-02,0,raising,2020-02,4,raising,2020-02,0.003787878787878790,raising,2020-02,0.0006786562606040040,raising,2020-02,0.0,raising,2020-02
602,0,raising,2020-03,17,raising,2020-03,0,raising,2020-03,17,raising,2020-03,0.0,raising,2020-03,0.003421900161030600,raising,2020-03,0.0,raising,2020-03
603,0,air,2020-01,0,air,2020-01,0,air,2020-01,6,air,2020-01,0.0,air,2020-01,0.0,air,2020-01,0.0,air,2020-01
604,0,air,2020-02,0,air,2020-02,7,air,2020-02,8,air,2020-02,0.0,air,2020-02,0.0,air,2020-02,0.0011876484560570100,air,2020-02
605,0,air,2020-03,0,air,2020-03,2,air,2020-03,8,air,2020-03,0.0,air,2020-03,0.0,air,2020-03,0.00040257648953301100,air,2020-03
606,0,east,2020-01,2,east,2020-01,7,east,2020-01,11,east,2020-01,0.0,east,2020-01,0.00039115978877371400,east,2020-01,0.0013690592607080000,east,2020-01
607,0,east,2020-02,0,east,2020-02,3,east,2020-02,4,east,2020-02,0.0,east,2020-02,0.0,east,2020-02,0.0005089921954530030,east,2020-02
608,2,east,2020-03,0,east,2020-03,2,east,2020-03,7,east,2020-03,0.002635046113306980,east,2020-03,0.0,east,2020-03,0.00040257648953301100,east,2020-03
609,0,f,2020-01,0,f,2020-01,2,f,2020-01,4,f,2020-01,0.0,f,2020-01,0.0,f,2020-01,0.00039115978877371400,f,2020-01
610,1,f,2020-02,2,f,2020-02,5,f,2020-02,10,f,2020-02,0.003787878787878790,f,2020-02,0.00033932813030200200,f,2020-02,0.0008483203257550050,f,2020-02
611,0,f,2020-03,3,f,2020-03,4,f,2020-03,8,f,2020-03,0.0,f,2020-03,0.0006038647342995170,f,2020-03,0.0008051529790660230,f,2020-03
612,1,called,2020-01,1,called,2020-01,4,called,2020-01,8,called,2020-01,0.0031847133757961800,called,2020-01,0.00019557989438685700,called,2020-01,0.0007823195775474280,called,2020-01
613,0,called,2020-02,0,called,2020-02,3,called,2020-02,8,called,2020-02,0.0,called,2020-02,0.0,called,2020-02,0.0005089921954530030,called,2020-02
614,0,called,2020-03,2,called,2020-03,2,called,2020-03,6,called,2020-03,0.0,called,2020-03,0.00040257648953301100,called,2020-03,0.00040257648953301100,called,2020-03
615,0,railway,2020-01,0,railway,2020-01,15,railway,2020-01,16,railway,2020-01,0.0,railway,2020-01,0.0,railway,2020-01,0.0029336984158028600,railway,2020-01
616,0,railway,2020-02,0,railway,2020-02,2,railway,2020-02,3,railway,2020-02,0.0,railway,2020-02,0.0,railway,2020-02,0.00033932813030200200,railway,2020-02
617,0,railway,2020-03,0,railway,2020-03,3,railway,2020-03,3,railway,2020-03,0.0,railway,2020-03,0.0,railway,2020-03,0.0006038647342995170,railway,2020-03
618,0,four,2020-01,1,four,2020-01,3,four,2020-01,8,four,2020-01,0.0,four,2020-01,0.00019557989438685700,four,2020-01,0.000586739683160571,four,2020-01
619,0,four,2020-02,1,four,2020-02,4,four,2020-02,8,four,2020-02,0.0,four,2020-02,0.00016966406515100100,four,2020-02,0.0006786562606040040,four,2020-02
620,0,four,2020-03,0,four,2020-03,4,four,2020-03,6,four,2020-03,0.0,four,2020-03,0.0,four,2020-03,0.0008051529790660230,four,2020-03
621,0,flight,2020-01,1,flight,2020-01,3,flight,2020-01,4,flight,2020-01,0.0,flight,2020-01,0.00019557989438685700,flight,2020-01,0.000586739683160571,flight,2020-01
622,0,flight,2020-02,0,flight,2020-02,5,flight,2020-02,8,flight,2020-02,0.0,flight,2020-02,0.0,flight,2020-02,0.0008483203257550050,flight,2020-02
623,4,flight,2020-03,3,flight,2020-03,5,flight,2020-03,10,flight,2020-03,0.005270092226613970,flight,2020-03,0.0006038647342995170,flight,2020-03,0.001006441223832530,flight,2020-03
624,1,largest,2020-01,0,largest,2020-01,9,largest,2020-01,11,largest,2020-01,0.0031847133757961800,largest,2020-01,0.0,largest,2020-01,0.0017602190494817100,largest,2020-01
625,0,largest,2020-02,0,largest,2020-02,1,largest,2020-02,2,largest,2020-02,0.0,largest,2020-02,0.0,largest,2020-02,0.00016966406515100100,largest,2020-02
626,0,largest,2020-03,1,largest,2020-03,5,largest,2020-03,9,largest,2020-03,0.0,largest,2020-03,0.00020128824476650600,largest,2020-03,0.001006441223832530,largest,2020-03
627,0,construction,2020-01,0,construction,2020-01,7,construction,2020-01,10,construction,2020-01,0.0,construction,2020-01,0.0,construction,2020-01,0.0013690592607080000,construction,2020-01
628,0,construction,2020-02,0,construction,2020-02,4,construction,2020-02,9,construction,2020-02,0.0,construction,2020-02,0.0,construction,2020-02,0.0006786562606040040,construction,2020-02
629,0,construction,2020-03,0,construction,2020-03,2,construction,2020-03,3,construction,2020-03,0.0,construction,2020-03,0.0,construction,2020-03,0.00040257648953301100,construction,2020-03
630,0,taking,2020-01,0,taking,2020-01,1,taking,2020-01,2,taking,2020-01,0.0,taking,2020-01,0.0,taking,2020-01,0.00019557989438685700,taking,2020-01
631,0,taking,2020-02,0,taking,2020-02,4,taking,2020-02,10,taking,2020-02,0.0,taking,2020-02,0.0,taking,2020-02,0.0006786562606040040,taking,2020-02
632,0,taking,2020-03,5,taking,2020-03,3,taking,2020-03,10,taking,2020-03,0.0,taking,2020-03,0.001006441223832530,taking,2020-03,0.0006038647342995170,taking,2020-03
633,0,police,2020-01,0,police,2020-01,4,police,2020-01,7,police,2020-01,0.0,police,2020-01,0.0,police,2020-01,0.0007823195775474280,police,2020-01
634,0,police,2020-02,0,police,2020-02,3,police,2020-02,10,police,2020-02,0.0,police,2020-02,0.0,police,2020-02,0.0005089921954530030,police,2020-02
635,0,police,2020-03,0,police,2020-03,3,police,2020-03,5,police,2020-03,0.0,police,2020-03,0.0,police,2020-03,0.0006038647342995170,police,2020-03
636,0,huoshenshan,2020-01,0,huoshenshan,2020-01,4,huoshenshan,2020-01,6,huoshenshan,2020-01,0.0,huoshenshan,2020-01,0.0,huoshenshan,2020-01,0.0007823195775474280,huoshenshan,2020-01
637,0,huoshenshan,2020-02,0,huoshenshan,2020-02,8,huoshenshan,2020-02,12,huoshenshan,2020-02,0.0,huoshenshan,2020-02,0.0,huoshenshan,2020-02,0.0013573125212080100,huoshenshan,2020-02
638,0,huoshenshan,2020-03,0,huoshenshan,2020-03,2,huoshenshan,2020-03,4,huoshenshan,2020-03,0.0,huoshenshan,2020-03,0.0,huoshenshan,2020-03,0.00040257648953301100,huoshenshan,2020-03
639,0,killed,2020-01,6,killed,2020-01,0,killed,2020-01,16,killed,2020-01,0.0,killed,2020-01,0.001173479366321140,killed,2020-01,0.0,killed,2020-01
640,0,killed,2020-02,0,killed,2020-02,0,killed,2020-02,3,killed,2020-02,0.0,killed,2020-02,0.0,killed,2020-02,0.0,killed,2020-02
641,0,killed,2020-03,2,killed,2020-03,0,killed,2020-03,3,killed,2020-03,0.0,killed,2020-03,0.00040257648953301100,killed,2020-03,0.0,killed,2020-03
642,0,disease,2020-01,0,disease,2020-01,4,disease,2020-01,4,disease,2020-01,0.0,disease,2020-01,0.0,disease,2020-01,0.0007823195775474280,disease,2020-01
643,0,disease,2020-02,1,disease,2020-02,7,disease,2020-02,11,disease,2020-02,0.0,disease,2020-02,0.00016966406515100100,disease,2020-02,0.0011876484560570100,disease,2020-02
644,0,disease,2020-03,1,disease,2020-03,5,disease,2020-03,7,disease,2020-03,0.0,disease,2020-03,0.00020128824476650600,disease,2020-03,0.001006441223832530,disease,2020-03
645,0,seen,2020-01,0,seen,2020-01,6,seen,2020-01,10,seen,2020-01,0.0,seen,2020-01,0.0,seen,2020-01,0.001173479366321140,seen,2020-01
646,0,seen,2020-02,0,seen,2020-02,4,seen,2020-02,7,seen,2020-02,0.0,seen,2020-02,0.0,seen,2020-02,0.0006786562606040040,seen,2020-02
647,0,seen,2020-03,0,seen,2020-03,1,seen,2020-03,5,seen,2020-03,0.0,seen,2020-03,0.0,seen,2020-03,0.00020128824476650600,seen,2020-03
648,0,system,2020-01,0,system,2020-01,3,system,2020-01,7,system,2020-01,0.0,system,2020-01,0.0,system,2020-01,0.000586739683160571,system,2020-01
649,0,system,2020-02,1,system,2020-02,6,system,2020-02,11,system,2020-02,0.0,system,2020-02,0.00016966406515100100,system,2020-02,0.0010179843909060100,system,2020-02
650,0,system,2020-03,0,system,2020-03,3,system,2020-03,4,system,2020-03,0.0,system,2020-03,0.0,system,2020-03,0.0006038647342995170,system,2020-03
651,0,great,2020-01,0,great,2020-01,0,great,2020-01,6,great,2020-01,0.0,great,2020-01,0.0,great,2020-01,0.0,great,2020-01
652,0,great,2020-02,0,great,2020-02,10,great,2020-02,14,great,2020-02,0.0,great,2020-02,0.0,great,2020-02,0.0016966406515100100,great,2020-02
653,0,great,2020-03,0,great,2020-03,1,great,2020-03,2,great,2020-03,0.0,great,2020-03,0.0,great,2020-03,0.00020128824476650600,great,2020-03
654,0,aid,2020-01,0,aid,2020-01,3,aid,2020-01,3,aid,2020-01,0.0,aid,2020-01,0.0,aid,2020-01,0.000586739683160571,aid,2020-01
655,0,aid,2020-02,0,aid,2020-02,5,aid,2020-02,5,aid,2020-02,0.0,aid,2020-02,0.0,aid,2020-02,0.0008483203257550050,aid,2020-02
656,5,aid,2020-03,5,aid,2020-03,8,aid,2020-03,13,aid,2020-03,0.006587615283267460,aid,2020-03,0.001006441223832530,aid,2020-03,0.001610305958132050,aid,2020-03
657,0,recovered,2020-01,0,recovered,2020-01,1,recovered,2020-01,2,recovered,2020-01,0.0,recovered,2020-01,0.0,recovered,2020-01,0.00019557989438685700,recovered,2020-01
658,0,recovered,2020-02,0,recovered,2020-02,6,recovered,2020-02,10,recovered,2020-02,0.0,recovered,2020-02,0.0,recovered,2020-02,0.0010179843909060100,recovered,2020-02
659,0,recovered,2020-03,0,recovered,2020-03,6,recovered,2020-03,9,recovered,2020-03,0.0,recovered,2020-03,0.0,recovered,2020-03,0.0012077294685990300,recovered,2020-03
660,0,group,2020-01,1,group,2020-01,2,group,2020-01,5,group,2020-01,0.0,group,2020-01,0.00019557989438685700,group,2020-01,0.00039115978877371400,group,2020-01
661,0,group,2020-02,1,group,2020-02,3,group,2020-02,6,group,2020-02,0.0,group,2020-02,0.00016966406515100100,group,2020-02,0.0005089921954530030,group,2020-02
662,2,group,2020-03,1,group,2020-03,6,group,2020-03,10,group,2020-03,0.002635046113306980,group,2020-03,0.00020128824476650600,group,2020-03,0.0012077294685990300,group,2020-03
663,3,premier,2020-01,0,premier,2020-01,9,premier,2020-01,14,premier,2020-01,0.009554140127388540,premier,2020-01,0.0,premier,2020-01,0.0017602190494817100,premier,2020-01
664,0,premier,2020-02,0,premier,2020-02,2,premier,2020-02,4,premier,2020-02,0.0,premier,2020-02,0.0,premier,2020-02,0.00033932813030200200,premier,2020-02
665,1,premier,2020-03,1,premier,2020-03,1,premier,2020-03,3,premier,2020-03,0.0013175230566534900,premier,2020-03,0.00020128824476650600,premier,2020-03,0.00020128824476650600,premier,2020-03
666,0,every,2020-01,0,every,2020-01,3,every,2020-01,4,every,2020-01,0.0,every,2020-01,0.0,every,2020-01,0.000586739683160571,every,2020-01
667,0,every,2020-02,0,every,2020-02,4,every,2020-02,11,every,2020-02,0.0,every,2020-02,0.0,every,2020-02,0.0006786562606040040,every,2020-02
668,0,every,2020-03,0,every,2020-03,2,every,2020-03,6,every,2020-03,0.0,every,2020-03,0.0,every,2020-03,0.00040257648953301100,every,2020-03
669,0,rate,2020-01,1,rate,2020-01,2,rate,2020-01,5,rate,2020-01,0.0,rate,2020-01,0.00019557989438685700,rate,2020-01,0.00039115978877371400,rate,2020-01
670,0,rate,2020-02,0,rate,2020-02,5,rate,2020-02,8,rate,2020-02,0.0,rate,2020-02,0.0,rate,2020-02,0.0008483203257550050,rate,2020-02
671,0,rate,2020-03,4,rate,2020-03,3,rate,2020-03,8,rate,2020-03,0.0,rate,2020-03,0.0008051529790660230,rate,2020-03,0.0006038647342995170,rate,2020-03
672,0,russian,2020-01,0,russian,2020-01,0,russian,2020-01,12,russian,2020-01,0.0,russian,2020-01,0.0,russian,2020-01,0.0,russian,2020-01
673,1,russian,2020-02,0,russian,2020-02,2,russian,2020-02,5,russian,2020-02,0.003787878787878790,russian,2020-02,0.0,russian,2020-02,0.00033932813030200200,russian,2020-02
674,0,russian,2020-03,0,russian,2020-03,1,russian,2020-03,4,russian,2020-03,0.0,russian,2020-03,0.0,russian,2020-03,0.00020128824476650600,russian,2020-03
675,0,road,2020-01,1,road,2020-01,6,road,2020-01,10,road,2020-01,0.0,road,2020-01,0.00019557989438685700,road,2020-01,0.001173479366321140,road,2020-01
676,0,road,2020-02,0,road,2020-02,4,road,2020-02,8,road,2020-02,0.0,road,2020-02,0.0,road,2020-02,0.0006786562606040040,road,2020-02
677,0,road,2020-03,0,road,2020-03,1,road,2020-03,3,road,2020-03,0.0,road,2020-03,0.0,road,2020-03,0.00020128824476650600,road,2020-03
678,0,girl,2020-01,0,girl,2020-01,2,girl,2020-01,7,girl,2020-01,0.0,girl,2020-01,0.0,girl,2020-01,0.00039115978877371400,girl,2020-01
679,0,girl,2020-02,0,girl,2020-02,4,girl,2020-02,7,girl,2020-02,0.0,girl,2020-02,0.0,girl,2020-02,0.0006786562606040040,girl,2020-02
680,0,girl,2020-03,0,girl,2020-03,4,girl,2020-03,7,girl,2020-03,0.0,girl,2020-03,0.0,girl,2020-03,0.0008051529790660230,girl,2020-03
681,1,second,2020-01,4,second,2020-01,4,second,2020-01,9,second,2020-01,0.0031847133757961800,second,2020-01,0.0007823195775474280,second,2020-01,0.0007823195775474280,second,2020-01
682,0,second,2020-02,1,second,2020-02,4,second,2020-02,6,second,2020-02,0.0,second,2020-02,0.00016966406515100100,second,2020-02,0.0006786562606040040,second,2020-02
683,0,second,2020-03,3,second,2020-03,2,second,2020-03,6,second,2020-03,0.0,second,2020-03,0.0006038647342995170,second,2020-03,0.00040257648953301100,second,2020-03
684,0,hong,2020-01,0,hong,2020-01,0,hong,2020-01,4,hong,2020-01,0.0,hong,2020-01,0.0,hong,2020-01,0.0,hong,2020-01
685,1,hong,2020-02,0,hong,2020-02,3,hong,2020-02,11,hong,2020-02,0.003787878787878790,hong,2020-02,0.0,hong,2020-02,0.0005089921954530030,hong,2020-02
686,1,hong,2020-03,0,hong,2020-03,4,hong,2020-03,6,hong,2020-03,0.0013175230566534900,hong,2020-03,0.0,hong,2020-03,0.0008051529790660230,hong,2020-03
687,0,kong,2020-01,0,kong,2020-01,0,kong,2020-01,4,kong,2020-01,0.0,kong,2020-01,0.0,kong,2020-01,0.0,kong,2020-01
688,1,kong,2020-02,0,kong,2020-02,3,kong,2020-02,11,kong,2020-02,0.003787878787878790,kong,2020-02,0.0,kong,2020-02,0.0005089921954530030,kong,2020-02
689,1,kong,2020-03,0,kong,2020-03,4,kong,2020-03,6,kong,2020-03,0.0013175230566534900,kong,2020-03,0.0,kong,2020-03,0.0008051529790660230,kong,2020-03
690,3,vice,2020-01,0,vice,2020-01,6,vice,2020-01,10,vice,2020-01,0.009554140127388540,vice,2020-01,0.0,vice,2020-01,0.001173479366321140,vice,2020-01
691,1,vice,2020-02,2,vice,2020-02,2,vice,2020-02,4,vice,2020-02,0.003787878787878790,vice,2020-02,0.00033932813030200200,vice,2020-02,0.00033932813030200200,vice,2020-02
692,0,vice,2020-03,3,vice,2020-03,1,vice,2020-03,7,vice,2020-03,0.0,vice,2020-03,0.0006038647342995170,vice,2020-03,0.00020128824476650600,vice,2020-03
693,0,put,2020-01,1,put,2020-01,0,put,2020-01,5,put,2020-01,0.0,put,2020-01,0.00019557989438685700,put,2020-01,0.0,put,2020-01
694,0,put,2020-02,0,put,2020-02,4,put,2020-02,11,put,2020-02,0.0,put,2020-02,0.0,put,2020-02,0.0006786562606040040,put,2020-02
695,0,put,2020-03,0,put,2020-03,3,put,2020-03,5,put,2020-03,0.0,put,2020-03,0.0,put,2020-03,0.0006038647342995170,put,2020-03
696,0,satellite,2020-01,0,satellite,2020-01,8,satellite,2020-01,14,satellite,2020-01,0.0,satellite,2020-01,0.0,satellite,2020-01,0.0015646391550948600,satellite,2020-01
697,0,satellite,2020-02,0,satellite,2020-02,2,satellite,2020-02,4,satellite,2020-02,0.0,satellite,2020-02,0.0,satellite,2020-02,0.00033932813030200200,satellite,2020-02
698,0,satellite,2020-03,0,satellite,2020-03,2,satellite,2020-03,3,satellite,2020-03,0.0,satellite,2020-03,0.0,satellite,2020-03,0.00040257648953301100,satellite,2020-03
699,0,level,2020-01,0,level,2020-01,8,level,2020-01,11,level,2020-01,0.0,level,2020-01,0.0,level,2020-01,0.0015646391550948600,level,2020-01
700,0,level,2020-02,1,level,2020-02,4,level,2020-02,7,level,2020-02,0.0,level,2020-02,0.00016966406515100100,level,2020-02,0.0006786562606040040,level,2020-02
701,0,level,2020-03,0,level,2020-03,2,level,2020-03,3,level,2020-03,0.0,level,2020-03,0.0,level,2020-03,0.00040257648953301100,level,2020-03
702,0,rose,2020-01,1,rose,2020-01,2,rose,2020-01,6,rose,2020-01,0.0,rose,2020-01,0.00019557989438685700,rose,2020-01,0.00039115978877371400,rose,2020-01
